Date,AAPL,JPM,JNJ,XOM,PG,CAT,NEE,AMZN,LIN,PLD
2021-10-18,1.3387152151339035,0.9863792864649045,0.5050708511941993,1.1515653997981632,0.4261342272494012,0.8965616115333502,0.6970256885961412,1.0321663542491069,1.0827129718964519,0.7058143551958107
2021-10-19,1.3374821742255445,0.9857922153651678,0.4953058033260452,1.1504390902095614,0.41158860340514103,0.9066535373692858,0.6919813496744761,1.0271936102399308,1.086585230970217,0.7012160496050117
2021-10-20,1.3358817783377945,0.9870325698991702,0.4951288942830632,1.1501407341764138,0.4114925156426474,0.907427152281016,0.6945307356577844,1.0257986379421267,1.0843875809901775,0.704889219475341
2021-10-21,1.3352728578598902,0.984135001359903,0.4941254790596498,1.1449346531964637,0.41190409919796445,0.9047660738541852,0.6924826970395414,1.0248810782674576,1.0826584965489296,0.7042759181008922
2021-10-22,1.3393469201876496,0.9759718534063455,0.49262723305118833,1.1343139970156286,0.4124835001906033,0.9028732525523421,0.6887865121132681,1.0298220152702053,1.0804746654115387,0.7057272324965523
2021-10-25,1.339407381165384,0.9732587465285918,0.49267025654431595,1.1400810425487626,0.4114866657596758,0.9040046817837005,0.6878017626523552,1.0273228709578432,1.08093981348641,0.7062964564638352
2021-10-26,1.367810045230414,0.9645482493986736,0.493367618554039,1.1359707623680455,0.4124397758383144,0.886627228609415,0.7011923973336719,1.0511417558145266,1.0732319856617025,0.6903617067010976
2021-10-27,1.3706340196713063,0.9665044668270535,0.49577612524164355,1.1403489434056404,0.4162767569545614,0.8841490321355288,0.7026971461197943,1.0541050996948125,1.0670221717336814,0.6922830087701939
2021-10-28,1.3825375669038737,0.9796003840780116,0.45469488035481465,1.1358714915207235,0.37745300101210044,0.8747165462905733,0.7246773315258683,1.0588612857803226,1.05866205445301,0.7143717898931243
2021-10-29,1.3681491656277032,0.9834794815258209,0.4637729251499379,1.117013569617479,0.3807077510954278,0.8664893671103917,0.7335476617762576,1.0556936032696629,1.0582944839934807,0.7021594182567922
2021-11-01,1.335513180150844,0.9999199679233445,0.46781861764361565,1.1184165221573132,0.38182229565081033,0.8881457577561043,0.7321994646101824,1.0213395793277267,1.0710089388395112,0.7004328239799753
2021-11-02,1.3473629759066732,0.993531605922353,0.4660093040271015,1.097722265447617,0.37917144596660185,0.8693708793453845,0.7196657424848119,1.0357480061570095,1.0560733316831636,0.6902494942074335
2021-11-03,1.3564165370981627,0.9778458143423711,0.47421410768468747,1.130230596537726,0.36701850375604883,0.84984130072024,0.7182604330285419,1.0438921145539126,1.0492498782933812,0.6776838377811633
2021-11-04,1.3394498613928643,1.0460734651723582,0.47890179729053894,1.1735758841625363,0.38329167309362133,0.9747931253928855,0.7856471883823442,0.9929739343694223,1.074660072448548,0.679990245804682
2021-11-05,1.3273117146492281,1.0212791445561507,0.4857858226419387,1.2060836085004907,0.3777096136815582,0.9377429081637338,0.7813325033474191,0.9866903560704203,1.0251648786157253,0.6941376836039967
2021-11-08,1.3274101218552643,1.0198241632335652,0.48761450447006577,1.204628648424057,0.37848081386897814,0.9358791243959625,0.7828834370494581,0.9866579675489047,1.0250922746425897,0.6930106856856162
2021-11-09,1.3497681737189045,0.9349163257551287,0.47289442817720895,1.1227724246500026,0.40581403849184766,0.9075264524552813,0.7888556481222573,1.0208710338536695,1.0108843514594765,0.7334422466441999
2021-11-10,1.3544194687566762,0.9306771955633744,0.4664007428755718,1.1339143433425474,0.4004287763202841,0.9138278816547817,0.7840638208485852,1.0262293423248559,1.012497593478064,0.7295040629254599
2021-11-11,1.34552031218177,0.9406473609968021,0.46966449800113874,1.1428477036321325,0.39616755025995504,0.9237762066068739,0.77758982346062,1.014784049691619,1.0200608361342571,0.7232565429564638
2021-11-12,1.356190773930279,0.9331048548548693,0.4791381639211384,1.1176484102700432,0.39900980107852,0.9278814163642783,0.7775321955945931,1.0197516372445459,1.013168454204879,0.7295998632868057
2021-11-15,1.3710196429060764,0.9393053925779707,0.47620959187940065,1.1108525822267938,0.39030075371937223,0.9262016130968972,0.7796362227456681,1.0255138830986112,1.0189831236331122,0.7305429341621281
2021-11-16,1.3762820030996936,0.9251099293196994,0.4742752183730315,1.0804942153235564,0.4021713461724131,0.9249569622196651,0.7794905000949661,1.0323194348083873,1.030730009836121,0.7375461421882678
2021-11-17,1.3709262645029434,0.9234828208218498,0.469964777363233,1.0897371238645654,0.4013116151208049,0.9261725264342681,0.7723349665002053,1.0337016182048244,1.0279404248648296,0.7404709028704206
2021-11-18,1.3788906172248903,0.9239079912925043,0.4620294878170804,1.0640971566200979,0.3918795836575764,0.9382251868416709,0.7701707894516329,1.0421686265932921,1.0310677109019066,0.7233952300287307
2021-11-19,1.3755826211463509,0.9263259159242022,0.46206182123557615,1.0721553620958941,0.3926416884281699,0.9392949218649889,0.770841702966289,1.0427673656879917,1.0288546485031325,0.7272563215139373
2021-11-22,1.3725519274030025,0.917702158789339,0.46436106472411653,1.0639510037819357,0.39085360158928717,0.9369377184252083,0.7792622783737622,1.0511064461828488,1.0317215044382944,0.7292075058922868
2021-11-23,1.3842933029041606,0.9113020565671677,0.4685882176092954,1.0465473469940063,0.39314504624402413,0.934388843971789,0.7846111128708086,1.0529449415028829,1.0334665656544664,0.7333691261560098
2021-11-24,1.3957769484984166,0.8774800225535245,0.47637019377119694,0.9950981848676571,0.40282020745685626,0.937925743149682,0.7923189491679254,1.0636327872770637,1.0333318990155875,0.7559844938641161
2021-11-26,1.3974332960785656,0.8929458887857276,0.46940794211119663,1.0121118477241944,0.4015462558819413,0.9661949356331139,0.7872902578968358,1.0621941333420015,1.026810673483936,0.7787085099563037
2021-11-29,1.4001048842988684,0.880252900372443,0.4669939147898548,1.0065948091457249,0.405952082686009,0.9443173196559072,0.804485577798609,1.0643556849625622,1.0148251116983598,0.7867728538838051
2021-11-30,1.334295648787914,0.8697661325856061,0.4892057535910117,1.0028529603522458,0.4361455767517935,0.9362779929371962,0.8061584499834258,1.0561661844725336,1.0005520478272518,0.7891487129426098
2021-12-01,1.313452982413967,0.8629250704453579,0.4637142557665563,0.9967195402159579,0.42218546481096986,0.9432522414160817,0.7892659775923299,1.0569787998358287,0.9915289612141625,0.7828115972320031
2021-12-02,1.2920318947007012,0.8690096456624475,0.45246913117596915,1.0028816366266038,0.42256292395053935,0.9556522951975285,0.7870989217011344,1.043356244324913,0.9993080266765065,0.7893477561029679
2021-12-03,1.2925373751966347,0.8751306084776165,0.44202384213468077,1.0029376374659853,0.40909182820116885,0.9481439447291213,0.7859831879911603,1.0456417183158273,0.9986846340687591,0.7846947128304754
2021-12-06,1.3055689894548819,0.875433743896496,0.4515655011189527,0.9883450247519999,0.4175986826528843,0.9348551265762922,0.797652484695672,1.053472536454771,0.99522884966078,0.7819006901105
2021-12-07,1.318359454015825,0.8705830787767047,0.4417214148687079,0.9723463917953089,0.4038970728504929,0.9278098974570721,0.7964814994769472,1.0618929416478167,0.990492986452863,0.7799496461379881
2021-12-08,1.3206552145103625,0.8688810459689058,0.44051619946094694,0.9689245973998336,0.40414357687685976,0.92745371253728,0.7956433938387377,1.061112128786652,0.9916501169221618,0.7806852585495777
2021-12-09,1.3115154328366443,0.8659799030409643,0.4417215439118965,0.9757177559928463,0.39484113259638653,0.9321677847462804,0.7984886802294805,1.0548727058627414,0.998294890891532,0.7844734233379279
2021-12-10,1.3214990978590258,0.8584050731282987,0.4374408193902888,0.9777633568210998,0.399221343378546,0.9250479397975194,0.7958940995421934,1.0439526071188163,0.9961438851222448,0.7859778927367236
2021-12-13,1.3263186468828028,0.8604797030034205,0.42446412066348654,0.9857980859851585,0.3892668604836859,0.9269542307194387,0.7824306947896029,1.0481921081755936,0.9895168509347422,0.7721322513773946
2021-12-14,1.3255968020466744,0.8509819800629638,0.40938649329561183,0.9724000589003181,0.38486080994770777,0.9213375516905803,0.7891572956629496,1.0512532272380575,0.9842817713326093,0.7764174292064924
2021-12-15,1.3078773696168569,0.8262911839393337,0.4042399996285713,0.9480930475721764,0.38182074775149105,0.9050023666447138,0.791504380432498,1.0667658842774856,0.9856744623839694,0.7740013679065549
2021-12-16,1.324593432382231,0.8129892418359376,0.3961807777085247,0.9421026884673104,0.371509421926426,0.8902822827517421,0.7864455657336435,1.0749369752365547,0.9835368094520598,0.7682764938736647
2021-12-17,1.3200337471066845,0.8270887310846053,0.4053534564187528,0.9542430691439253,0.38319902204485506,0.9018109783175627,0.7895840085783934,1.0643923304877483,0.9834015750693023,0.7702821139589708
2021-12-20,1.3120492038756453,0.8331157438489792,0.4060187812306665,0.953657634187862,0.38012064107712407,0.9192533120586247,0.7899727071176823,1.0660782699705782,0.9850104288663218,0.7576517901241167
2021-12-21,1.3126210791790718,0.843353775103913,0.3931566646312932,0.9540272544809596,0.3696375473181823,0.917611078813082,0.7817839430344788,1.069511017454217,0.9721763333117028,0.7370825123981556
2021-12-22,1.3192465785363467,0.8381552891224829,0.3930258812068227,0.9497580153811216,0.37157284036856153,0.91998371879738,0.7804659589163138,1.0664784210496336,0.9704762683424817,0.7379408617564973
2021-12-23,1.3177281650241848,0.8379726793276991,0.39273293133406206,0.9479644989081045,0.3722115285594778,0.9245753557099806,0.7784948991882187,1.064604436864382,0.9721179887474601,0.7348610378068999
2021-12-27,1.3208221155735662,0.8345121168766587,0.3945802038682707,0.9493138909356815,0.3755635606739473,0.9153361050605846,0.7745925163048292,1.049060784676982,0.9709031773068798,0.7442679345286322
2021-12-28,1.3104278767360675,0.8345106423176031,0.3935657361468456,0.952355846419202,0.3734383142281985,0.9215523778923126,0.7738304146882895,1.0361580121758662,0.968654638351111,0.7434820738291562
2021-12-29,1.3084380368734283,0.8342684443560608,0.39502216995525363,0.9501835001015472,0.3733223845857846,0.9201805070053126,0.773722044760167,1.0387602218858276,0.968644330961697,0.7427368854947393
2021-12-30,1.3092396469858183,0.833839400645452,0.3935233415518937,0.9510193929170451,0.37529378860421014,0.9205810261604594,0.7711115823722856,1.0388123429227727,0.9686115461349055,0.742004674182191
2021-12-31,1.314389611919611,0.8310541962862107,0.39298299751713683,0.954479136600423,0.3718559960571571,0.9176769094672617,0.7658114760563149,1.0451504807080239,0.9667812486165306,0.7407137301174131
2022-01-03,1.3146056948251086,0.8383756139267284,0.39314345024748715,0.9829172843850796,0.3655270341073628,0.9298257362392204,0.7333053673917835,1.045256209514978,0.9540814115698271,0.7070605015988242
2022-01-04,1.3147292146239515,0.8348901255174925,0.39020128762844214,0.9648152780128854,0.36398558236894235,0.9237826326588399,0.7336249773135602,1.0455940030177562,0.9490981568931499,0.7112989883413119
2022-01-05,1.3275045680131359,0.8263230511039985,0.37149030821821366,0.9240783967073946,0.3485849194892533,0.879575658564837,0.7170594058061399,1.05134186180533,0.9146474871838496,0.7293973164610542
2022-01-06,1.3175240593110475,0.8084854180861553,0.3736577062397326,0.9273291894945654,0.36177561456671464,0.8874257837220272,0.721509032704546,1.0579100834103758,0.930882869010375,0.7280466579649333
2022-01-07,1.3153761344360666,0.8057655981098253,0.37052067539895295,0.9229637092055542,0.36243167175623375,0.8848271925961578,0.7131924890522463,1.057343469822371,0.9331015671504598,0.7306569098889761
2022-01-10,1.3086958674506717,0.814189290308933,0.37030145694307554,0.9390721993211092,0.362146729837447,0.887810398524743,0.7107222626503088,1.0518701897815832,0.9312350593807213,0.7240537465860994
2022-01-11,1.3108768084063072,0.8113650890548709,0.36320608073896987,0.9553239847076767,0.35453360892840297,0.8806971961504753,0.7105633429571109,1.0592076729674333,0.9283211082836308,0.7200120130036691
2022-01-12,1.3096694894761927,0.8118162991871816,0.3623145483925065,0.9539134060684294,0.3545979117992867,0.882518516186747,0.7087488397080505,1.0578084242885701,0.9294821193705721,0.7194558958331102
2022-01-13,1.3073621929075927,0.8052811440375858,0.3681938181916759,0.9603234515605893,0.35191014822423716,0.8563504321802962,0.7046477839196574,1.0631885239401873,0.9351599437996172,0.712830849569157
2022-01-14,1.3052294828425577,0.799727706955572,0.3684232747508369,0.9404988124558162,0.34932958134275327,0.8525851718493627,0.7044620329985427,1.0635833307906322,0.9282823108804724,0.7252934065637389
2022-01-18,1.302158173825302,0.8340580551454345,0.36059787229124046,0.8998462665584679,0.36902975526219167,0.8330472424543743,0.7137997994173527,1.0643387527323949,0.9365132673401717,0.7087737315404719
2022-01-19,1.2963444446433916,0.8585361055522253,0.36600583251504465,0.8949826175333834,0.3609779790205982,0.8625329279149961,0.6954523424265064,1.0437062984067564,0.9442789536580247,0.695392151148734
2022-01-20,1.2944890408249765,0.857729148529571,0.3685457735473998,0.887310023036893,0.35519077541143795,0.8713779126089902,0.6826462169768123,1.0554702130228533,0.9383535228825063,0.6888159846191773
2022-01-21,1.2857984081737672,0.8580674783104235,0.36593849675017076,0.8844363926648949,0.3430947870165812,0.8665981261716593,0.6818216430043131,1.0973237611800313,0.9374861503683947,0.6688307881781473
2022-01-24,1.2808627695418886,0.8603105288690754,0.3621076456509327,0.8876980574975445,0.33931317603832384,0.87104339277657,0.6756312379235395,1.0991128843527713,0.9366764039420821,0.6649355787196011
2022-01-25,1.2782523097520733,0.8450518316320643,0.3419612966633707,0.8581722381538804,0.3452765077901368,0.8638879529975051,0.7259972752664929,1.1125104239017907,0.9360206598868603,0.6608319048183849
2022-01-26,1.3161562016060886,0.8335808032654118,0.33173781222622833,0.8727661871137318,0.3053118752626885,0.8437718740059235,0.6697288025408613,1.115532801615971,0.896993180377272,0.6469014724433887
2022-01-27,1.3398584194866163,0.833299218035519,0.3242632497535591,0.8645725624405747,0.29671988401473776,0.8394091807437546,0.6570381239061995,1.115501292859824,0.8833016489055315,0.6565631387699739
2022-01-28,1.3767130027441268,0.8233786354624125,0.28954700987860543,0.8233065407360549,0.2843855356557042,0.7505843850673146,0.6295421633596391,1.1370254528230332,0.8691547018443313,0.7027873127775945
2022-01-31,1.3816606546200418,0.8263902140491457,0.2931590384798205,0.8262287869736237,0.2772263932771251,0.7395815088585066,0.6969783156897588,1.1339337752283083,0.8587326551617784,0.6875465290866947
2022-02-01,1.3877471804750223,0.8159371038537968,0.2994638287239948,0.8442198574218688,0.27927813564229775,0.7204265931531082,0.6870579940721114,1.1380395779443804,0.863360093377619,0.6792912524933395
2022-02-02,1.3848284540518256,0.808002272920453,0.30352235862517907,0.8374682846425343,0.2864118013374425,0.7162108285945775,0.687328559699088,1.131712528834527,0.8606129946653694,0.6879664399296328
2022-02-03,1.3555511210732285,0.7841347224594565,0.2903839581578243,0.8233071554501175,0.26672909227189556,0.7250942549433149,0.7024105681650207,1.2031462002803872,0.8849491170964006,0.6771892785601591
2022-02-04,1.3548849500629747,0.7905245565758569,0.28581142296507067,0.8220572272332665,0.26177135353933534,0.7206788348597402,0.7015246694239406,1.2352506848378226,0.8673574063066448,0.6714939583569977
2022-02-07,1.3582075205737476,0.7854013296868971,0.28614805830142487,0.805663407662195,0.2657363506287234,0.7115988009070858,0.7044176028065459,1.2399455054274648,0.8703698663344485,0.6743847309443342
2022-02-08,1.3606162693301909,0.7902965358411286,0.2869896906907723,0.7897238547059464,0.26303227379207383,0.7127121187751613,0.70151137512184,1.2449313021085247,0.869831278512794,0.6692946693166361
2022-02-09,1.3514934772143359,0.7847097034726225,0.28387027860908,0.7766472104843514,0.25757742867545536,0.7130188354371662,0.7064251655096633,1.2305154791609465,0.873259976482095,0.6819988584321445
2022-02-10,1.351144522734773,0.7749896730308231,0.291165305250364,0.7753796660326804,0.26902508030328076,0.7024151114964751,0.7087794188038573,1.2215338533178968,0.8422194643306053,0.7155403136033764
2022-02-11,1.3470021307205822,0.771157905190537,0.2955116166937863,0.7345108782501282,0.27201929210052195,0.6990029891221955,0.7037612208923179,1.2339594668028064,0.8744080138344399,0.718450280509865
2022-02-14,1.344711947402034,0.7739789295745844,0.2976307508342292,0.7393640654144141,0.27140605942526097,0.7011545601303626,0.7019024496832734,1.2298671470279097,0.8741113660191616,0.718970945752476
2022-02-15,1.3451144089210678,0.7760150558225265,0.3022220020222606,0.7196200329681296,0.2679465192822287,0.7064568932939044,0.6950888144934027,1.2225036810849084,0.8853438339951233,0.7103816607950928
2022-02-16,1.3442368197465313,0.777786820517977,0.302675794887234,0.7160241107329067,0.2703059954663987,0.7042717757432794,0.6961934655198511,1.2257685216379168,0.8870042148513027,0.7106453172512084
2022-02-17,1.3372794451162695,0.7871492775093412,0.3004325047877624,0.7035796316976163,0.2500557799928878,0.7418753865900629,0.6736219193615549,1.2179719532514925,0.8849901913527095,0.7030777946252048
2022-02-18,1.3290617092469315,0.7895897399644847,0.3044763001879009,0.7235333165519479,0.24817718592963123,0.7639731238860938,0.6642561039939426,1.2148056378959113,0.8806230895849507,0.7030426520446584
2022-02-22,1.3318396584787346,0.7858990789844502,0.31048089669177115,0.7261220014947347,0.2536732531569751,0.7611475763399772,0.6634563429440828,1.2161826877256086,0.8912814437980489,0.7006052044663947
2022-02-23,1.344510193386879,0.7869883617135288,0.2992857680428486,0.6999240589001491,0.26324093843054935,0.7682398418973796,0.6814013749554239,1.2413313686140452,0.8983648964162134,0.7119502219724767
2022-02-24,1.3382712729522124,0.765477577125239,0.2925662075552595,0.6809551411822925,0.23629502290459234,0.7736480310728215,0.738880761170752,1.259443761477034,0.8629800958802636,0.71460686783179
2022-02-25,1.3212909362460614,0.7669483118844316,0.3327601386076356,0.686127718428398,0.2696567110145731,0.7638728805427062,0.7446759424974039,1.2516777934471373,0.8862849081122514,0.7291809272803293
2022-02-28,1.2946670488073344,0.7673998869608677,0.33706597909256053,0.6616167781673153,0.2733959805597159,0.7623172217346732,0.723018811079195,1.2656030079816887,0.8785539170910773,0.7496437893114394
2022-03-01,1.2835716756797204,0.7893732535121756,0.3360606683059064,0.645935192202805,0.2832783604314074,0.767846569475307,0.7229513479574109,1.2596486262484763,0.9044826623243741,0.7424186371684697
2022-03-02,1.2743209788845709,0.816026480857001,0.3324135826423342,0.6595865151212452,0.27840240134781946,0.8086190094230606,0.6911624595084256,1.2360731683250894,0.904141540050591,0.725444114103408
2022-03-03,1.2735708947642492,0.8139965895309852,0.31627578428271474,0.6899245781364326,0.27333589211018267,0.804808174082584,0.6798322341550959,1.2477890384109553,0.911030968439737,0.7232410291168699
2022-03-04,1.2918209668169205,0.8357139830509053,0.2997737146850712,0.64914785286399,0.2460853104705289,0.7807570701332247,0.6908840651953498,1.265467093678725,0.9256897853737109,0.7152926635786738
2022-03-07,1.261484548777355,0.8604788907900391,0.2662169800939358,0.5701180665208105,0.26161075984694504,0.7412198888338666,0.5900276428312891,1.289886237679016,0.9486081250165324,0.701808882190325
2022-03-08,1.2477487558813614,0.8730823915753276,0.27478333283273426,0.5834714280364062,0.2851643651799295,0.7351865243420292,0.5742234507451885,1.2764180772017368,0.931226440910218,0.6963423930072185
2022-03-09,1.2551048762212622,0.8907574795550273,0.26846432191985314,0.4872463076375227,0.29000481814274087,0.7069899519888757,0.5310766964261934,1.2689451916600967,0.9957847001682115,0.7047873512676925
2022-03-10,1.2589197525849942,0.8990382270811664,0.2693893012763498,0.4868176726243022,0.2990621693352767,0.7103702773107308,0.5312774616339087,1.252587276694143,1.003018483640524,0.6987618742797923
2022-03-11,1.2645362242784262,0.9050691334683908,0.26844944435184104,0.4867499669764383,0.3041961518968458,0.6938701144030958,0.5335482941984788,1.2478545308694229,1.0007662342550119,0.7071451377926109
2022-03-14,1.2664735709863666,0.9016619994438929,0.2618366695416071,0.5081094428271185,0.29862548387083027,0.6898536471189635,0.5339619662399734,1.2566079339704408,0.9934374752773277,0.6998376727070752
2022-03-15,1.2696627105841163,0.8999558716659967,0.28203829384016466,0.43789510396554876,0.32749779136791857,0.6786468449769669,0.5558960005249977,1.2693520763853836,1.0032364255658568,0.7024813320760819
2022-03-16,1.270912456994735,0.92436013200853,0.2665939401349382,0.4227450538733211,0.31669211796960817,0.6584136458218608,0.5533928034134273,1.2791159907657952,1.0170270940840056,0.7060204830137781
2022-03-17,1.2545141458356257,0.9469728105859682,0.27290468951560576,0.4069479614547839,0.32029970645341943,0.6665417768074248,0.5384273823200261,1.274871356532135,1.024803903243031,0.7213156607968328
2022-03-18,1.2571504622727252,0.9407979094240726,0.2653200115153975,0.4014367740077812,0.3175233841442732,0.6597349129876112,0.5327987414405689,1.281310860946719,1.022663929312995,0.7266629920300336
2022-03-21,1.2511697824900627,0.9506312715137636,0.26487620607789175,0.4037917863977464,0.31317485071060525,0.6594808087965046,0.5308127748682859,1.2803045245353235,1.023604018999091,0.7193794615978807
2022-03-22,1.2548754012507919,0.95525962051424,0.2612019142399864,0.3944709142465886,0.3226114689475854,0.6427700530813029,0.5475379749039307,1.2907093578386681,1.0195540736074464,0.721073231792443
2022-03-23,1.2376425476905133,0.963442505181317,0.264708572539541,0.3891217597281291,0.3249377250215301,0.6442639590339273,0.5420866141551804,1.284094379476733,1.0247993443411951,0.7191034897004909
2022-03-24,1.2408452935570904,0.9575731990336444,0.2656404428070087,0.38784498069039663,0.3218308847819821,0.6365800258454088,0.544401486787185,1.277921556413085,1.0356142720236716,0.7064537393523725
2022-03-25,1.2521050048792888,0.9574619310096096,0.25732770479020284,0.3775815476789613,0.31720326864372905,0.6274712700004308,0.5451624006343405,1.2920070734007587,1.0261885283980037,0.7004234564141402
2022-03-28,1.2508020079604423,0.9525067092037487,0.2586696750634579,0.3674982925152847,0.31946954143853346,0.6244755177854846,0.5463023197715788,1.2975452961064167,1.027585196463112,0.7041968095259243
2022-03-29,1.250766237750877,0.9505856991720492,0.2556268694914065,0.3592893260346689,0.3200221921609233,0.6212635863494075,0.5426957724554943,1.289938889102381,1.0264287169193773,0.713313239822797
2022-03-30,1.2488564546543957,0.9522173170263825,0.2526513496398578,0.3561795078162568,0.32194363222402533,0.6179677829126353,0.5362529247594586,1.2917692656291455,1.0252127517799203,0.7149148762275555
2022-03-31,1.2525737664144494,0.9631108633745719,0.26596080435650366,0.3525948824715698,0.3325884132317481,0.6131830584336915,0.539431117092939,1.287875026620102,1.0323867570705245,0.7126590878435142
2022-04-01,1.2487521551471497,0.9667535259725011,0.26682278582765234,0.36712531336812737,0.32747859704370813,0.613917163447507,0.5374159973313101,1.286185206836236,1.0325115934988813,0.723814202598995
2022-04-04,1.2532959665921097,0.9655078848271383,0.2626409379870093,0.36539571825505546,0.32418933118840676,0.6131296516227103,0.5361356920643661,1.2927948844260904,1.027998844599744,0.7176773602847594
2022-04-05,1.2551886144341464,0.9640906919990927,0.2571086580058309,0.3666618111724422,0.32000836232994745,0.6212170127439152,0.5276876198278923,1.29731167810341,1.0204586576595875,0.7043068992077995
2022-04-06,1.2561450609257194,0.9661032782924106,0.2452873935912843,0.3631408205557827,0.3120259549377474,0.6182809139890252,0.5243762442473318,1.305873337645571,1.025781536986237,0.6940783564953669
2022-04-07,1.2521903896305848,0.9647377757886889,0.24882086242969537,0.36771597370443465,0.31702293332045145,0.6187162055041715,0.5257935932770321,1.2998522277976614,1.0262727426642093,0.6910568540933754
2022-04-08,1.2531059167083827,0.9617496001929356,0.24858410006906634,0.36476135872052357,0.31602049797362536,0.6177705686904978,0.5271064215999772,1.302250818468634,1.0260838100424856,0.6912117436577259
2022-04-11,1.2543637663790075,0.9535357496023715,0.25726081839314724,0.3876908442859768,0.31734454365448006,0.6142271035077366,0.5318692240022789,1.3011498608861582,1.0147665214595203,0.6960961778494898
2022-04-12,1.2492743285296246,0.9519676328106131,0.25778573329514953,0.38987197598135415,0.3185978423328384,0.6166010987959285,0.5335504918973757,1.298015700394254,1.015790763836617,0.6946544594299903
2022-04-13,1.2481064063064295,0.9334476047741764,0.2583801369323157,0.39942978944683843,0.3141579126085899,0.6201493166990194,0.5252453732949582,1.3064433187375208,1.0188499149225854,0.6819130121394699
2022-04-14,1.2577008281362274,0.9311889778557538,0.25777549404848626,0.3927916666613459,0.31573369611477625,0.5919157759536157,0.5256090435089806,1.3106657199955816,1.0130646849306262,0.6861181974087948
2022-04-18,1.260440339594975,0.9311316750604677,0.258943796968182,0.39189597426710876,0.31506482028134836,0.5914725001639602,0.5230717085224402,1.3103601418351882,1.0131025635049584,0.6859685029131646
2022-04-19,1.2543231050651449,0.9308457931808846,0.28429185553112574,0.373715986444261,0.32446191051461043,0.5864952360617821,0.522180600255051,1.3196747064419976,1.0023590088461802,0.7128493198326313
2022-04-20,1.2580387111725961,0.9304656726949391,0.2850647182153717,0.37083715084839275,0.3273686325630656,0.5797949850733851,0.5367708006277976,1.3221288704521141,0.9965932505435589,0.715447402356124
2022-04-21,1.2491756242409278,0.9212636733666889,0.28191512813380604,0.3707215104788308,0.3220663706368758,0.5770816882934828,0.5783167905254747,1.3319762601162488,0.9902211502003655,0.7186952964159374
2022-04-22,1.240276520813921,0.9199965115646896,0.2856639975454705,0.3871067505979641,0.326664989283797,0.6339151277518089,0.5971145785622084,1.3210432487312915,1.0119610733673123,0.7146924833486751
2022-04-25,1.2400315812099567,0.9187405591662712,0.2915505866903782,0.37832477335804104,0.32938784272227756,0.6334633213928007,0.5969685845906593,1.320917083357885,1.014400760018274,0.7119814016012832
2022-04-26,1.2436038559077291,0.9223851825653744,0.2909849407621617,0.3679513453679461,0.33934736396649284,0.6467944419290821,0.584758236644438,1.3301087153574789,1.020284459215672,0.7050693189065622
2022-04-27,1.2430035237350503,0.9214916387789122,0.28944910369857274,0.3711229193124517,0.33902798078771407,0.6484647867625101,0.584251758838679,1.3297084273297914,1.020673316035268,0.7058746819336474
2022-04-28,1.2590409379080292,0.9116519286858482,0.28618871742259644,0.38730588798422916,0.35343279079141166,0.6325229289562293,0.5736348834189959,1.3450157097759137,1.0214609329707733,0.7173805517428175
2022-04-29,1.2457536582929518,0.909013772641685,0.2931687100173339,0.39376197247271977,0.3635047961759243,0.6151090566246484,0.5933522144363781,1.4729265639066746,0.9836399075433018,0.7866709799052473
2022-05-02,1.244074509898262,0.9105102645983211,0.289099074854504,0.39321821437184545,0.35895530331148107,0.616071163679663,0.5904459235385068,1.4744791963934372,0.9825452267854812,0.7767154390987776
2022-05-03,1.2374465418469611,0.918986994438493,0.29274737106371584,0.3980295222638076,0.3555784090313263,0.6238020878669989,0.5899471289515125,1.4701574605079208,0.9785291520698102,0.775004165614805
2022-05-04,1.2408332595739695,0.9256979368739547,0.2945611184149898,0.4257368193874433,0.35140801416768475,0.6490383533397619,0.6067574586898952,1.438362939553653,0.974118017746126,0.7483709499516658
2022-05-05,1.2559327685466057,0.9108621677281681,0.3054989532336528,0.42697608719989255,0.3571759349269987,0.6598118305625958,0.601188040521296,1.4674865309278444,0.9662120048455614,0.7743347672077731
2022-05-06,1.255017852933644,0.9106421917526771,0.30516311488605014,0.4214245062988315,0.3557727676979446,0.6571308905896118,0.5981250285102488,1.4720927635167302,0.9674370539892336,0.7781246394451252
2022-05-09,1.243627698589643,0.8979714842838274,0.2936822721224518,0.49635885499617544,0.35449784859538797,0.6812260563152986,0.6072573025433231,1.4712926497282472,0.9695233070417966,0.8208537832123042
2022-05-10,1.245344962035443,0.8933882993733512,0.291726716276925,0.4881418831912412,0.3531654031046811,0.6775633199877127,0.6049159399216699,1.4782424949039628,0.9690825022459741,0.8145556328569339
2022-05-11,1.2641466523587668,0.8978182701621945,0.29366797380627707,0.48318956086846127,0.35552274717141513,0.6697613657516962,0.5820458937203439,1.4896656380352442,0.961895870562572,0.811311626256262
2022-05-12,1.264565128574886,0.8911189511837972,0.2904757917551545,0.49157031117969496,0.35097479768409584,0.668565575469096,0.5796253153870318,1.4948228024842711,0.9611070791268802,0.8114225492108237
2022-05-13,1.2652291485381622,0.8801344327351316,0.28143479223424733,0.4966641437292848,0.35429884381626914,0.6613600506513396,0.5846540133839911,1.5142771583165844,0.9642157533322961,0.8255415859403796
