Date,AAPL,JPM,JNJ,XOM,PG,CAT,NEE,AMZN,LIN,PLD
2019-08-26,1.5201615150715788,0.9179709825825298,0.6105249549350049,0.8639558027108957,0.48595951053674347,1.4070147029475026,0.2087363688442233,1.7450868104714157,0.7253559197042306,0.6827921077725632
2019-08-27,1.522347546993394,0.9202141646363902,0.6080035567686284,0.8643043151437589,0.48544843572495755,1.4070063047312604,0.20773571339911598,1.7469890314918033,0.7245756902044531,0.6792928893737117
2019-08-28,1.5225328583093285,0.9181759824680762,0.6068544011032431,0.8637877301359445,0.48722208074742773,1.4031503023811387,0.2082340713345629,1.7450477444321066,0.7220213036063484,0.6827136728369942
2019-08-29,1.5213913461125728,0.9233765554327391,0.6017713972576266,0.8640664430446966,0.48277841873704136,1.4068985270291083,0.20637564907247027,1.7406851841964401,0.7241499094035103,0.6829910892618993
2019-08-30,1.5200385668276999,0.9252290654809605,0.6016508036627018,0.863511392015534,0.483449017531469,1.408859089940644,0.2053203378640857,1.735574758106844,0.7238788849207165,0.6843438966677557
2019-09-03,1.5236806137522017,0.9264730328412649,0.6003838015758131,0.8615751518294732,0.4805494286889032,1.4083388734482722,0.19797730141318573,1.7321746124295452,0.7238119617765281,0.680037642508523
2019-09-04,1.5239088089788695,0.9273077648557059,0.5982191321150022,0.8622624472633669,0.4838452867098148,1.4094674168489745,0.1941611943132848,1.7272834688933658,0.7211082940653576,0.6804257614464948
2019-09-05,1.5242736580469023,0.932746851800478,0.5932049194165527,0.8640356305368743,0.4781570144537755,1.4162411926927416,0.18337386838056982,1.7284426044776537,0.7144247412315495,0.6706196973280132
2019-09-06,1.5240241000760408,0.9325452561427876,0.5950255749015275,0.866021041585793,0.47885582673299365,1.4184530462877585,0.18432031022298442,1.7265130472219825,0.7148400840612239,0.6723701936682981
2019-09-09,1.5224751009876556,0.9321833290029959,0.5964780943642252,0.8649006281781977,0.47787251070319414,1.4198388197941552,0.18606594626402562,1.7249042649224937,0.7157920341150922,0.6724766438389563
2019-09-10,1.5221371741159455,0.9325861368787205,0.5970013452786858,0.8666277204629561,0.4769380255439154,1.4201088199655263,0.1851021292297675,1.7249592997004823,0.7149631569681546,0.6709022088858311
2019-09-11,1.5284371421278775,0.9319806499381043,0.5992341019210271,0.8648124167827403,0.4784044001938232,1.4228667989041353,0.18686809557430073,1.7228071415061423,0.7158431282668951,0.6666780279443453
2019-09-12,1.5252958200979672,0.9319559765670028,0.5975931356935796,0.8632406464221168,0.48032142483788715,1.4221844069352036,0.18714933388847535,1.7210588205850945,0.7170616110807054,0.66894609909779
2019-09-13,1.525977251045321,0.9313435931386065,0.5974495982716805,0.8628775464701243,0.4804818724705424,1.421540201946877,0.18751799699478897,1.7210729389954236,0.716990305448857,0.6689063400359971
2019-09-16,1.5217675938284683,0.9323258340576958,0.5981798127997183,0.8632621770200027,0.4828301562107031,1.4212566220020515,0.18579391700811185,1.724040912170568,0.7168859019747944,0.6649160612900282
2019-09-17,1.52179090017285,0.9316673414154726,0.5981623016037191,0.8624118882328186,0.4836121528152809,1.4203364228635749,0.18724655240551175,1.724432427803809,0.718428295605466,0.665924454352807
2019-09-18,1.5180500132049966,0.9333891218791502,0.5996425357531194,0.8647168216474062,0.485452116070087,1.423925543258109,0.18752370499071042,1.7198991804017014,0.7204686850335035,0.6673295734150607
2019-09-19,1.5193252306984906,0.9336304609230365,0.5994380252301134,0.865042383649175,0.48677614210817777,1.4216574402316469,0.1883567743140931,1.7183081786277017,0.7211291942955707,0.670393880879105
2019-09-20,1.5206981212249537,0.9324714423066311,0.5967317415102268,0.8643614725492705,0.48620393027124276,1.422122567864974,0.18875590946481186,1.7198264979382314,0.7192816986662924,0.6719593310134463
2019-09-23,1.5218718610940905,0.9321409614067798,0.5949541290627725,0.8654738939598897,0.48313294921711647,1.4191078596630795,0.189382569010035,1.7209495327230542,0.7179566458083612,0.6677236512570205
2019-09-24,1.5192272806144975,0.9336613146035535,0.5939078031738145,0.8673882980778446,0.4814581291768154,1.4211214252830646,0.1849832192427329,1.7236919772762245,0.7195136908400671,0.6677777340872846
2019-09-25,1.523117097679639,0.9327861486160404,0.5902957326861799,0.8696852718814598,0.47704269971305535,1.4191723813417005,0.18368283622971085,1.7269710093612098,0.7174935070326358,0.6668525285101794
2019-09-26,1.523689038203879,0.9332564503777708,0.5910245236253076,0.869955177489351,0.4753529795604139,1.4191154931595,0.18215519983204587,1.7292592280910184,0.7170866200777554,0.6655805202212788
2019-09-27,1.5226911757099522,0.9300549624778944,0.5905856789996333,0.8669122239001071,0.47497133411437276,1.417114212063978,0.18075174231100735,1.729766386595593,0.7170843553384632,0.6656274744523952
2019-09-30,1.5239559313875717,0.9298165453425256,0.5912646489217314,0.8642524013862608,0.4747115068075224,1.4163041204109394,0.1811893687826242,1.7279511015340532,0.7187310910924005,0.6632697475500167
2019-10-01,1.5144740684687805,0.9328569961444401,0.5858834104310237,0.8696710628941631,0.4747982314286064,1.4221644206547395,0.18271645714841056,1.7183551593162312,0.7269699703010217,0.665256133996656
2019-10-02,1.5131031869451017,0.9347425888146004,0.5681290785310087,0.8750830497221995,0.48448031506076766,1.418821333308819,0.19027927121201207,1.707361654958918,0.7280336553304559,0.6597984932003172
2019-10-03,1.5122051687722193,0.9322485771346871,0.5652233919425181,0.8769397981181178,0.4845672569642343,1.4162682663765898,0.1909627515526143,1.7052296990363682,0.7270738839717773,0.6620321274931679
2019-10-04,1.515185560432265,0.9361829262956526,0.5708959594789499,0.8784250745135557,0.48996796525244485,1.410276353516276,0.19652433858332669,1.697938028264723,0.7260424361419637,0.6608887881813874
2019-10-07,1.512532959411318,0.9407080564939804,0.5731234508421069,0.8802659924238189,0.4881563725117669,1.4110779880800883,0.19913268355579067,1.6949793543862466,0.722070556161748,0.6604241705476213
2019-10-08,1.5045641411269741,0.9448367093245275,0.5739116796149846,0.8835292883845725,0.49419325266488623,1.4063598063017548,0.20781110819309215,1.6888273301137964,0.7280033675350123,0.6590199629917799
2019-10-09,1.503850934981143,0.9445047899919781,0.5660649748338443,0.8849168851203603,0.4950068674487558,1.4065357126041187,0.21153983865794646,1.6868921088797628,0.7313497856346431,0.6582862036177699
2019-10-10,1.5055109920462835,0.9459490818430759,0.5650135159288353,0.8868370701369294,0.4936786332915799,1.4094934073531689,0.2097500471975788,1.6846560999392888,0.7336785130816158,0.6586244767157083
2019-10-11,1.5129937448931414,0.9536945758305639,0.5793094878139317,0.8958474848808614,0.49460090282695357,1.4320020751527984,0.2042881181503048,1.6732842224435347,0.7407926440268453,0.6534092380370272
2019-10-14,1.5300051485283226,0.9454256134467318,0.5671250543360744,0.8837615276902249,0.4775173851009723,1.440234790976008,0.1905268920179315,1.6839572658396875,0.7342171802008863,0.6307133522755497
2019-10-15,1.516662582092508,0.9651956932016705,0.5748439837351118,0.8895351264958314,0.4699255765921846,1.4488190592256402,0.1885232087773011,1.6759318395076401,0.735399246051739,0.6473785006747328
2019-10-16,1.5138768650450036,0.9651849335004203,0.5741504888080544,0.8905960129755144,0.4731519269389696,1.4507486222821946,0.18804244601263628,1.673917214216453,0.7362352310676508,0.6499901854699048
2019-10-17,1.5221757689291011,0.9651232010889765,0.5690179103728237,0.9011877948365239,0.4733417548018018,1.465379198728081,0.18485742496548874,1.6757119318691782,0.7294239242703532,0.6520168758467487
2019-10-18,1.5204073927549056,0.9645328710214565,0.5788757438991414,0.9018374917782509,0.472343587775017,1.464477373925852,0.18391465382486216,1.677409208484092,0.7296467496605054,0.6506812232094668
2019-10-21,1.5212079700916137,0.9676689952030371,0.583582169509757,0.9146486156229204,0.4712860960708837,1.4550818785011874,0.18681054002918004,1.6737457021861257,0.7380950704870904,0.6583057521520226
2019-10-22,1.5211938337570319,0.9656880535154403,0.5817867393202747,0.9133719287659777,0.46981314984110967,1.451927254812806,0.18498968099907406,1.6743811291763269,0.7401807592203572,0.6580477863962773
2019-10-23,1.5242677918774192,0.963751414236177,0.5821950423071506,0.9131481408767699,0.46889133093007246,1.4503162718039804,0.18381739363627134,1.6776643194722516,0.7492606235064491,0.6581762142214362
2019-10-24,1.528181368040809,0.9623211591394067,0.5822801615793612,0.9102105810267911,0.471315811878289,1.434376696738782,0.1813936280845012,1.677715633438685,0.7461188137538961,0.6614236632139348
2019-10-25,1.5449259213895996,0.9758734775463372,0.5926118579292879,0.9113328801076805,0.5178646872309832,1.4252133383834882,0.22179339472992926,1.6668871746412677,0.7527625073675452,0.7061714354602058
2019-10-28,1.5501068495980213,0.9779126363900703,0.595742868813047,0.9139685480656202,0.5288799731059818,1.4222988436367558,0.2318466966312493,1.637932625597702,0.7472839960471575,0.6975213843949971
2019-10-29,1.5592204519591697,0.9799123507450739,0.5956300158540336,0.9188023209439167,0.525379416857101,1.4356316245521596,0.2203216771317087,1.6028894141665488,0.7553147933972706,0.6891572476440205
2019-10-30,1.5562645762148535,0.9846568211416916,0.6010145329499375,0.9176120165006946,0.5281193572461486,1.434300273951439,0.22639561804537853,1.5883129545565888,0.757298000320932,0.6950138714819987
2019-10-31,1.5641218927485843,0.9840374370419399,0.592878126901779,0.9119525280893535,0.5277836433787436,1.4315124023480128,0.22491523995138904,1.6063861466499418,0.7688669470720771,0.6989654866209352
2019-11-01,1.565240918070909,0.9844544113831389,0.5933259793034982,0.9191702743549562,0.5288327901885292,1.4371672940975586,0.22362946479868392,1.5924960381431026,0.7679989945432815,0.7056665177713111
2019-11-04,1.5658296302891155,0.9895183716967233,0.5920988285550117,0.9213015102675294,0.5219083684632277,1.4335397522999935,0.2262589187559222,1.5822066240154087,0.7809710385303748,0.707314987646501
2019-11-05,1.5499934186169253,0.9894182974744044,0.5928056761092215,0.9260717501848198,0.5233543443799658,1.4386178075914742,0.2233216972080882,1.5850534488921784,0.7785775897180691,0.7079869558781885
2019-11-06,1.557750222228457,0.9892910826037001,0.5911989568036983,0.927600296667533,0.5210501647585333,1.4392327853281741,0.2206732999093198,1.5915016427673576,0.7768492273365581,0.7068456574556924
2019-11-07,1.5582313908499557,0.9899537396041744,0.5915794591924818,0.9295850062610508,0.5204942382321229,1.436529700258068,0.218289226610788,1.5908480902091233,0.7734199153193239,0.7044856064429347
2019-11-08,1.5608124986467329,0.9936216182641889,0.5898177825566003,0.9332355722634978,0.5328400698654091,1.4247208886731428,0.2121800467208839,1.5599692698148846,0.7811785225092991,0.7024385278395809
2019-11-11,1.5597746714528997,0.9950617190155904,0.5911138536265759,0.932009554997936,0.5332730147189657,1.4216252788438566,0.21241135997419336,1.5609031951886934,0.7804581581037069,0.7022857543615059
2019-11-12,1.55740058106304,0.994331094563298,0.593357061571966,0.9349719632392285,0.539391265474359,1.4124150844019796,0.21898164148743368,1.557175334113783,0.7745659449187839,0.7067668293139647
2019-11-13,1.540059340752035,0.9927549429619953,0.6055119374531746,0.9403709117515234,0.5505341602648018,1.4231547601855383,0.23144286403591022,1.5458058105266042,0.7748503196928225,0.7205733283021925
2019-11-14,1.539219745039008,0.9933648789391093,0.6050455737388207,0.9385116295063114,0.551215099007628,1.4238901267865067,0.23156521509972153,1.545738030856562,0.7736590090847931,0.720479925714191
2019-11-15,1.5330313940923552,0.9884785187431878,0.6137466227928373,0.9396257289090497,0.5509948058203382,1.4258867407855353,0.2294236397954761,1.5369940733998213,0.7669464678791398,0.7201089678627068
2019-11-18,1.529702321586156,0.9821596431205937,0.6155986026312362,0.9391582111054567,0.5522771925440707,1.417595479962445,0.22520577035357894,1.5382869032834443,0.7657551551561795,0.7290473408176029
2019-11-19,1.5293443734382628,0.982389222591953,0.6149010066422094,0.9389848381137322,0.5526490873290596,1.4176076433872717,0.22477717003305228,1.539563038907136,0.7650331524846581,0.7280140208012511
2019-11-20,1.5195028776698811,1.0008200465133588,0.629727228939431,0.9523714044404601,0.5530623078604404,1.4136070674358103,0.23147587043466347,1.5205308236018582,0.7814099166279638,0.7392660315620522
2019-11-21,1.5024876631161888,0.9975431845668373,0.6319378778695419,0.9413095067789701,0.5516313083511102,1.4090577074274322,0.21945348557624453,1.534707967511004,0.7840177070447006,0.7380991520532411
2019-11-22,1.5028277330756887,0.998936098398266,0.6359763302534791,0.9403604139342313,0.5525054133184961,1.4081819588422297,0.22053254360472027,1.533907808427216,0.7829599171359065,0.7377044384102225
2019-11-25,1.499229092346806,0.9972598651541655,0.6367813560703298,0.9301833446749116,0.5528829500278438,1.4092907219914421,0.22086293742170407,1.5356010455452773,0.7781625558496837,0.7382317691913892
2019-11-26,1.5054059525391192,0.9914607751276877,0.6427839427425391,0.9259291973818897,0.5570805212571724,1.4099654226510876,0.22552865215374765,1.5170106927327598,0.7813900959548219,0.7531984313458352
2019-11-27,1.5072891852163108,0.9911551493064952,0.6417898150575075,0.9255112841858427,0.5552849513896858,1.4093286274894077,0.2243984005524313,1.5184645286801601,0.7852509342245512,0.752551199612356
2019-11-29,1.5037024680123932,1.002947266264932,0.6333000500498533,0.9285937150168156,0.5651630105808948,1.3920391266566934,0.22982058558034044,1.4923837484226548,0.7788122556930968,0.7620693707673183
2019-12-02,1.5028352769035227,0.9996478580139114,0.6309721320614857,0.9244847121405645,0.5610662586109026,1.3919608232715124,0.23405613309183232,1.4914390871371417,0.7883631792046558,0.7664855737066862
2019-12-03,1.512109377736091,1.0011554973727768,0.6291193456321321,0.9251897268612465,0.5551907843289662,1.3848947655363146,0.2245835283257575,1.4908596431246406,0.7876601317973615,0.7642440019146386
2019-12-04,1.503379151110359,1.0055061130267342,0.637786883859802,0.9210213452738326,0.5667345248208714,1.37833290618446,0.22587964745528244,1.4715336128933407,0.7757055670623023,0.7589914078368043
2019-12-05,1.5098454860003612,0.9860326900971909,0.6688379431536393,0.9344008500656819,0.5937298308090644,1.340224361157743,0.2330007319701729,1.4545220799214442,0.7806308210112296,0.7551360547116235
2019-12-06,1.5106912861655124,0.986356519937948,0.6689673852045209,0.9366973773722846,0.590016355903095,1.339611502822622,0.23166061674431937,1.4541721662122997,0.777943407577909,0.7548476523727199
2019-12-09,1.5109878353188462,0.9919210073542636,0.6832702808153259,0.950979613123239,0.5900719748092723,1.3314357270427541,0.23828219977698434,1.4456070453722587,0.7736606707701688,0.746197740986579
2019-12-10,1.5102612176927617,0.9928651087661349,0.6835806200887541,0.9523215773104398,0.5903023417634846,1.331447600716435,0.23841151660029922,1.4456576563957513,0.7729732882895548,0.7472214113800436
2019-12-11,1.5102721874253502,0.9916963738010517,0.6846713329772253,0.9521203926622189,0.5908319595274798,1.3318585709596698,0.23890592317191475,1.446001812177855,0.7737189605742772,0.7457090780054213
2019-12-12,1.5073582204817793,0.9990487165470318,0.6833896514752558,0.9599172097101946,0.5889238110137864,1.3326005597664343,0.23729538660498603,1.44287127760311,0.7755384357709094,0.7465573255102164
2019-12-13,1.5074405566716755,0.9993764580958978,0.6836310258412265,0.9610354158341499,0.5899126267119229,1.3330881620666335,0.2370962633216263,1.4427430051041308,0.774951776273359,0.7470367748171628
2019-12-16,1.5049657900773974,1.0082649190482578,0.5971884508446103,0.9636661511729125,0.6004928595189736,1.3619771271339431,0.23784833992760832,1.429485703474424,0.7811319743908862,0.7530215792980157
2019-12-17,1.5280712594151369,1.0164964674087527,0.5785725069994643,0.9643425368869794,0.5693717726356816,1.3733726626612413,0.20809037056074062,1.4134151008615412,0.8070427515201601,0.7215971517658674
2019-12-18,1.528774407671381,1.0163386901269489,0.5791624542819155,0.962899400720748,0.5699499358227305,1.3728978133785514,0.20806403569274867,1.4144857958314592,0.8075401285386348,0.7217750369423122
2019-12-19,1.520394696900215,1.0165426227083998,0.5707168691747476,0.9598908939688098,0.570729021938141,1.3742877836571383,0.2025532533256136,1.4025224459646544,0.8082575295982579,0.7106234712966084
2019-12-20,1.5164132167441435,1.0213046632615457,0.5835019672590378,0.9479657544465444,0.5704265914954704,1.3904386697097093,0.20755047925545342,1.400402697742587,0.8106812941336805,0.707856986502272
2019-12-23,1.5062697846228725,1.017729940878681,0.5957778172721515,0.9627963687501718,0.5831081821998949,1.410100450613761,0.2060554729587829,1.3681494769653075,0.8224430300263816,0.6949304593743474
2019-12-24,1.528534328625265,1.0263434027002172,0.5565914580577661,0.9448286377878852,0.5438343378003389,1.4309454281397973,0.15755964658581562,1.389295361414952,0.8055260328865871,0.6441203744375473
2019-12-26,1.550853710077609,1.0584706630658236,0.5439215799061322,0.9391228152157299,0.5323560296668396,1.4414805664878394,0.14528151564145522,1.3178317812259652,0.8348622816887972,0.6346098166498498
2019-12-27,1.5609039871992045,1.0576359084004205,0.5436073360785248,0.9407330715776688,0.524254167141045,1.4396618782476311,0.14133475371372356,1.3260454113716726,0.8271753901298494,0.6374130904618582
2019-12-30,1.554993083316237,1.0565753405305829,0.5435476684563157,0.9392269031668917,0.5275409138741715,1.4370902057776085,0.14407391384396293,1.3298730933142733,0.8268607316328311,0.6365659941383732
2019-12-31,1.5573924471979816,1.05744659700403,0.539381468927035,0.9428726746946045,0.526335058616731,1.4367490022587481,0.1424734438923674,1.3269382991939196,0.8317594824326301,0.6378469394463553
2020-01-02,1.561522930583649,1.0585568624743646,0.5376672513368276,0.9467559767546964,0.518341563813959,1.440552012423575,0.13470586716674587,1.3344237824063643,0.8233714346060085,0.6312390850480124
2020-01-03,1.4538888755691275,1.0819394954806376,0.5372943321876117,0.9623283064505621,0.5291340166381306,1.4383167262446839,0.13016154630791754,1.350010583860056,0.8150849459093549,0.6343054355415139
2020-01-06,1.4750227270077265,1.082571594230931,0.5409607106380417,0.9522520883135874,0.5253593520612235,1.423285912688706,0.10052500797322741,1.3417137354270305,0.813458363779679,0.6275790045095904
2020-01-07,1.481692684016599,1.0896123875511554,0.5433984733229174,0.9538753793072551,0.5305221537576453,1.4294314363771656,0.10259120716391541,1.328894118556592,0.8153944201456933,0.6245697763802077
2020-01-08,1.4817739982362481,1.098317843187042,0.531269209923677,0.9491752747574274,0.5321924104703715,1.4309220075922364,0.09879743962822303,1.322197861378289,0.8162801068821545,0.6084202459635505
2020-01-09,1.4837266546604928,1.0981340706499136,0.5333068138435498,0.949570652507586,0.5393020728678692,1.426504073498229,0.1025966049519814,1.3214952088411767,0.8171778443646367,0.6056315348566069
2020-01-10,1.4836730762223254,1.1015087907125167,0.5326341520071851,0.9532574010610063,0.5390813651127594,1.4235645904457346,0.09896378190894316,1.3247405150889584,0.8118993704538296,0.6004367660309426
2020-01-13,1.486879453571448,1.101217062694736,0.5329175243254427,0.9545774844851438,0.5407343913389346,1.421147964438812,0.10322750163198677,1.3221669446789968,0.8140817225121827,0.6095701658884827
2020-01-14,1.4851786187803844,1.1060212184043694,0.5278616398163669,0.9577805908304096,0.5388449816386561,1.4234883480324056,0.0905298398081001,1.320752586141381,0.8110324096529633,0.6127640042784914
2020-01-15,1.4825002144177328,1.1083051090500522,0.5261736284651222,0.963937328960968,0.5374419036231287,1.4391920677430317,0.07873853677372673,1.304721159598585,0.8214855994073181,0.609419528999375
2020-01-16,1.4810422781254824,1.1047484866366288,0.5291179811282561,0.9580725412474546,0.5358216582316788,1.4411420925284097,0.07923323880628508,1.3035291759447627,0.821826578291976,0.6125050778077902
2020-01-17,1.4851608509104266,1.107458218953164,0.5281250746097843,0.9564604497648843,0.5382423947691685,1.4358498363608274,0.07859336291683905,1.3028217234817763,0.8252938044741682,0.6127735564826605
2020-01-21,1.4998863285536563,1.1081238202333457,0.5229478050387277,0.9591264699809003,0.5382594836133227,1.4347698924428702,0.07458124044726105,1.3111715172813012,0.8178198697860967,0.6082010815211547
2020-01-22,1.4966087621006907,1.107813672988725,0.515038546111306,0.9587145113961429,0.5336577238260507,1.4235480969238812,0.0817988830565293,1.290273879414461,0.8308904915244916,0.6189026816354795
2020-01-23,1.4967152713371252,1.1082590981766294,0.5151838004345154,0.9594860500289187,0.5292241571389017,1.4240609907901722,0.08089731020796295,1.289998826529368,0.8320745776378016,0.6189853906346607
